"Mod name","Registry name","Item ID","Meta/dmg","Subtypes","Display name","Hunger","Saturation","Ore Dict keys"
"Minecraft","minecraft:cooked_porkchop",320,0,"false","Cooked Porkchop",2,0.6,"foodMeat,listAllmeatcooked,listAllporkcooked"
"Minecraft","minecraft:cooked_rabbit",412,0,"false","Cooked Rabbit",2,0.6,"foodMeat,foodRabbitcooked,listAllmeatcooked,listAllrabbitcooked"
"Minecraft","minecraft:cooked_salmon",14759,0,"false","Cooked Salmon",2,0.6,"listAllfishcooked"
"Minecraft","minecraft:cookie",357,0,"false","Cookie",2,1.2,"listAllSweet"
"Minecraft","minecraft:fish",349,0,"true","Raw Fish",2,0.1,"fish,listAllfishfresh,listAllfishraw,salmonRaw"
"Minecraft","minecraft:fish",349,1,"true","Raw Salmon",2,0.1,"fish,foodSalmonraw,listAllfishfresh,listAllfishraw"
"Minecraft","minecraft:fish",349,2,"true","Clownfish",1,0.1,"fish,listAllfishfresh,listAllfishraw"
"Minecraft","minecraft:fish",349,3,"true","Pufferfish",1,0.1,"fish,listAllfishfresh,listAllfishraw"
"Minecraft","minecraft:golden_apple",322,0,"true","Golden Apple",4,1.2,""
"Minecraft","minecraft:golden_apple",322,1,"true","Golden Apple",4,1.2,""
"Minecraft","minecraft:golden_carrot",396,0,"false","Golden Carrot",6,1.2,""
"Minecraft","minecraft:melon",360,0,"false","Melon Slice",1,0.6,"cropMelon,listAllFruit"
"Minecraft","minecraft:mushroom_stew",282,0,"false","Mushroom Stew",2,1.2,"listAllFungi"
"Minecraft","minecraft:mutton",423,0,"false","Raw Mutton",1,0.6,"foodMeat,foodMuttonraw,listAllmeatraw,listAllmuttonraw"
"Minecraft","minecraft:poisonous_potato",394,0,"false","Poisonous Potato",2,0.3,""
"Minecraft","minecraft:porkchop",319,0,"false","Raw Porkchop",1,0.6,"foodMeat,listAllmeatraw,listAllporkraw"
"Minecraft","minecraft:potato",392,0,"false","Potato",1,0.6,"cropPotato,foodVegetable,listAllVegetables,listAllveggie"
"Minecraft","minecraft:pufferfish",14761,0,"false","Pufferfish",1,0.6,"listAllfishfresh,listAllfishraw"
"Minecraft","minecraft:pumpkin_pie",400,0,"false","Pumpkin Pie",4,1.2,"listAllSweet"
"Minecraft","minecraft:rabbit",411,0,"false","Raw Rabbit",1,0.6,"foodMeat,foodRabbitraw,listAllmeatraw,listAllrabbitraw"
"Minecraft","minecraft:rabbit_stew",413,0,"false","Rabbit Stew",6,1.2,""
"Minecraft","minecraft:rotten_flesh",367,0,"false","Rotten Flesh",4,0.1,"listAllRotten,rottenflesh"
"Minecraft","minecraft:salmon",14758,0,"false","Raw Salmon",1,0.6,"listAllfishfresh,listAllfishraw,salmonRaw"
"Minecraft","minecraft:spider_eye",375,0,"false","Spider Eye",2,0.8,"listAllEntomo"
"Minecraft","minecraft:wheat",296,0,"false","Wheat",1,0.6,"cropWheat,flourEqualswheat,listAllVegetables,listAllgrain"
"Mowzie's Mobs","mowziesmobs:glowing_jelly",7322,0,"false","Luminous Jelly",1,0.1,""
"Mystical World","mysticalworld:aubergine",15636,0,"false","Aubergine",4,0.6,"cropAubergine,cropEggplant,foodEggplant,ingredientKebabMain,ingredientVegNugget,listAllveggie"
"Mystical World","mysticalworld:aubergine_salad",15624,0,"false","Aubergine Salad",3,0.4,""
"Mystical World","mysticalworld:beetroot_salad",15622,0,"false","Beetroot Salad",2,0.6,""
"Mystical World","mysticalworld:cactus_dandelion_salad",15623,0,"false","Cactus Dandelion Salad",3,0.4,""
"Mystical World","mysticalworld:cooked_aubergine",15637,0,"false","Cooked Aubergine",5,0.6,"foodGrilledeggplant"
"Mystical World","mysticalworld:cooked_beetroot",15620,0,"false","Cooked Beetroot",4,0.8,""
"Mystical World","mysticalworld:cooked_carrot",15621,0,"false","Cooked Carrot",4,0.6,""
"Mystical World","mysticalworld:cooked_seeds",15631,0,"false","Toasted Seeds",1,0.4,""
"Mystical World","mysticalworld:cooked_squid",15617,0,"false","Calamari",3,0.6,"foodCalamaricooked,foodGoodMeatCooked,foodProteinCooked,ingredientChowderFill,ingredientKebabSeafood,listAllfishcooked"
"Mystical World","mysticalworld:cooked_venison",15616,0,"false","Cooked Venison",7,0.6,"foodGoodMeatCooked,foodNativeGameMeatCooked,foodProteinCooked,foodRedMeatCooked,foodVenisoncooked,listAllmeatcooked,listAllvenisoncooked"
"Mystical World","mysticalworld:epic_squid",15618,0,"false","Epic Squid",20,0.6,""
"Mystical World","mysticalworld:fish_and_chips",15619,0,"false","Fish & Chips",10,0.8,""
"Mystical World","mysticalworld:raw_squid",15615,0,"false","Raw Squid",1,0.6,"foodCalamariraw,foodGoodMeat,ingredientKebabAdventure,listAllfishfresh,listAllfishraw"
"Mystical World","mysticalworld:stewed_eggplant",15625,0,"false","Stewed Eggplant",6,0.8,""
"Mystical World","mysticalworld:stuffed_aubergine",15638,0,"false","Stuffed Aubergine",10,0.6,""
"Mystical World","mysticalworld:venison",15614,0,"false","Venison",3,0.6,"foodGoodMeat,foodRedMeat,foodVenisonraw,ingredientKebabAdventure,listAllmeatraw,listAllvenisonraw"
"NetherEx","netherex:congealed_magma_cream",10970,0,"false","Congealed Magma Cream",1,0.3,"foodCongealedmagmacream"
"NetherEx","netherex:enoki_mushroom",10971,0,"false","Enoki Mushroom",3,0.7,"cropEnokimushroom,listAllmushroom,listAllveggie,mushroomAny"
"NetherEx","netherex:ghast_meat_cooked",10969,0,"false","Cooked Ghast Meat",8,1.0,"foodMeats,listAllghastcooked,listAllmeatcooked"
"NetherEx","netherex:ghast_meat_raw",10968,0,"false","Raw Ghast Meat",4,0.5,"foodMeats,listAllghastraw,listAllmeatraw"
"Pam's BrewCraft","brewcraft:beachrumitem",13383,0,"false","Beach Rum",8,1.2,"alcoholBeachrum"
"Pam's BrewCraft","brewcraft:blackholewhiskeyitem",13402,0,"false","Black Hole Whiskey",8,1.2,"alcoholBlackholewhiskey"
"Pam's BrewCraft","brewcraft:bluebeeritem",13407,0,"false","Blue Beer",8,1.2,"alcoholBluebeer"
"Pam's BrewCraft","brewcraft:borgiaabsintheitem",13405,0,"false","Borgia Absinthe",10,1.2,"alcoholBorgiaabsinthe"
"Pam's BrewCraft","brewcraft:cherryvodkaitem",13384,0,"false","Cherry Vodka",8,1.2,"alcoholCherryvodka"
"Pam's BrewCraft","brewcraft:coconutrumitem",13385,0,"false","Coconut Rum",8,1.2,"alcoholCoconutrumm"
"Pam's BrewCraft","brewcraft:ghostpepperabsintheitem",13404,0,"false","Ghost Pepper Absinthe",9,1.2,"alcoholGhostpepperabsinthe"
"Pam's BrewCraft","brewcraft:goldschlageritem",13401,0,"false","Gold Schlager",10,1.2,"alcoholGoldschlager"
"Pam's BrewCraft","brewcraft:handmadevodkaitem",13386,0,"false","Handmade Vodka",8,1.2,"alcoholHandmadevodkam"
"Pam's BrewCraft","brewcraft:hardapplecideritem",13387,0,"false","Hard Apple Cider",8,1.2,"alcoholHardapplecider"
"Pam's BrewCraft","brewcraft:hardlemonadeitem",13388,0,"false","Hard Lemonade",8,1.2,"alcoholHardlemonade"
"Pam's BrewCraft","brewcraft:honeymeaditem",13389,0,"false","Honey Mead",14,1.2,"alcoholHoneymead"
"Pam's BrewCraft","brewcraft:hopsitem",13354,0,"false","Hops",1,0.6,"cropHops"
"Pam's BrewCraft","brewcraft:malortitem",13408,0,"false","Malort",8,1.2,"alcoholMalort"
"Pam's BrewCraft","brewcraft:pinkmoscatoitem",13390,0,"false","Pink Moscato",8,1.2,"alcoholPinkmoscato"
"Pam's BrewCraft","brewcraft:pmaxrieslingitem",13391,0,"false","P Max Riesling",16,1.2,"alcoholPmaxriesling"
"Pam's BrewCraft","brewcraft:pointthreeryeitem",13403,0,"false","Point Three Rye",9,1.2,"alcoholPointthreerye"
"Pam's BrewCraft","brewcraft:redbeeritem",13406,0,"false","Red Beer",8,1.2,"alcoholRedbeer"
"Pam's BrewCraft","brewcraft:rennalgolditem",13392,0,"false","Rennal Gold",8,1.2,"alcoholRennalgold"
"Pam's BrewCraft","brewcraft:riverchardonnayitem",13393,0,"false","River Chardonnay",8,1.2,"alcoholRiverchardonnay"
"Pam's BrewCraft","brewcraft:sakeitem",13394,0,"false","Sake",12,1.2,"alcoholSake"
"Pam's BrewCraft","brewcraft:savannazinfandelitem",13395,0,"false","Savanna Zinfandel",8,1.2,"alcoholSavannazinfandel"
"Pam's BrewCraft","brewcraft:spicedrumitem",13396,0,"false","Spiced Rum",8,1.2,"alcoholSpicedrum"
"Pam's BrewCraft","brewcraft:swampmerlotitem",13397,0,"false","Swamp Merlot",8,1.2,"alcoholSwampmerlot"
"Pam's BrewCraft","brewcraft:tiagapinotnoiritem",13398,0,"false","Tiaga Pinot Noir",8,1.2,"alcoholTiagapinotnoir"
"Pam's BrewCraft","brewcraft:totalvodkaitem",13399,0,"false","Total Vodka",8,1.2,"alcoholTotalvodka"
"Pam's BrewCraft","brewcraft:uglyavocadoginitem",13400,0,"false","Ugly Avocado Gin",16,1.2,"alcoholUglyavocadogin"
"Pam's HarvestCraft","harvestcraft:agaveitem",13570,0,"false","Agave",1,0.6,"cropAgave,listAllfruit"
"Pam's HarvestCraft","harvestcraft:akutuqitem",14470,0,"false","Akutuq",5,1.2,"foodAkutuq"
"Pam's HarvestCraft","harvestcraft:almondbutteritem",14279,0,"false","Almond Butter",1,1.2,"foodAlmondbutter,listAllnutbutter"
"Pam's HarvestCraft","harvestcraft:almonditem",13692,0,"false","Almond",1,0.6,"cropAlmond,listAllnut"
"Pam's HarvestCraft","harvestcraft:amaranthitem",13572,0,"false","Amaranth",1,0.6,"cropAmaranth,listAllgrain"
"Pam's HarvestCraft","harvestcraft:anchovypepperonipizzaitem",14667,0,"false","Anchovy Pepperoni Pizza",13,1.2,"foodAnchovypepperonipizza"
"Pam's HarvestCraft","harvestcraft:anchovyrawitem",14720,0,"false","Raw Anchovy",1,0.6,"foodAnchovyraw,listAllfishfresh,listAllfishraw"
"Pam's HarvestCraft","harvestcraft:applecideritem",14245,0,"false","Apple Cider",2,1.2,"foodApplecider"
"Pam's HarvestCraft","harvestcraft:applefritteritem",14351,0,"false","Apple Fritter",6,1.2,"foodApplefritter"
"Pam's HarvestCraft","harvestcraft:applejellyitem",14109,0,"false","Apple Jelly",2,1.2,"foodApplejelly"
"Pam's HarvestCraft","harvestcraft:applejellysandwichitem",14110,0,"false","Apple Jelly Sandwich",6,1.2,"foodApplejellysandwich"
"Pam's HarvestCraft","harvestcraft:applejuiceitem",13830,0,"false","Apple Juice",2,1.2,"foodApplejuice,listAlljuice"
"Pam's HarvestCraft","harvestcraft:applepieitem",13815,0,"false","Apple Pie",5,1.2,"foodApplepie"
"Pam's HarvestCraft","harvestcraft:applesauceitem",13812,0,"false","Apple Sauce",2,1.2,"foodApplesauce"
"Pam's HarvestCraft","harvestcraft:applesmoothieitem",14313,0,"false","Apple Smoothie",3,1.2,"foodApplesmoothie,listAllsmoothie"
"Pam's HarvestCraft","harvestcraft:applesnowitem",14530,0,"false","Apple Snow",4,1.2,"foodApplesnow"
"Pam's HarvestCraft","harvestcraft:appleyogurtitem",14086,0,"false","Apple Yogurt",2,1.2,"foodAppleyogurt,listAllyogurt"
"Pam's HarvestCraft","harvestcraft:apricotglazedporkitem",14176,0,"false","Apricot Glazed Pork",4,1.2,"foodApricotglazedpork"
"Pam's HarvestCraft","harvestcraft:apricotitem",13713,0,"false","Apricot",1,0.6,"cropApricot,listAllfruit"
"Pam's HarvestCraft","harvestcraft:apricotjellyitem",14177,0,"false","Apricot Jelly",2,1.2,"foodApricotjelly"
"Pam's HarvestCraft","harvestcraft:apricotjellysandwichitem",14178,0,"false","Apricot Jelly Sandwich",6,1.2,"foodApricotjellysandwich"
"Pam's HarvestCraft","harvestcraft:apricotjuiceitem",13851,0,"false","Apricot Juice",2,1.2,"foodApricotjuice,listAlljuice"
"Pam's HarvestCraft","harvestcraft:apricotsmoothieitem",14179,0,"false","Apricot Smoothie",3,1.2,"foodApricotsmoothie,listAllsmoothie"
"Pam's HarvestCraft","harvestcraft:apricotyogurtitem",14175,0,"false","Apricot Yogurt",2,1.2,"foodApricotyogurt,listAllyogurt"
"Pam's HarvestCraft","harvestcraft:arrowrootitem",13574,0,"false","Arrowroot",1,0.6,"cropArrowroot,listAllveggie"
"Pam's HarvestCraft","harvestcraft:artichokeitem",13520,0,"false","Artichoke",1,0.6,"cropArtichoke,listAllgreenveggie,listAllveggie"
"Pam's HarvestCraft","harvestcraft:asparagusitem",13458,0,"false","Asparagus",1,0.6,"cropAsparagus,listAllgreenveggie,listAllveggie"
"Pam's HarvestCraft","harvestcraft:asparagusquicheitem",14011,0,"false","Asparagus Quiche",6,1.2,"foodAsparagusquiche"
"Pam's HarvestCraft","harvestcraft:asparagussoupitem",14012,0,"false","Asparagus Soup",6,1.2,"foodAsparagussoup"
"Pam's HarvestCraft","harvestcraft:avocadoburritoitem",14022,0,"false","Avocado Burrito",8,1.2,"foodAvocadoburrito"
"Pam's HarvestCraft","harvestcraft:avocadoitem",13674,0,"false","Avocado",1,0.6,"cropAvocado"
"Pam's HarvestCraft","harvestcraft:babaganoushitem",14419,0,"false","Baba Ganoush",5,1.2,"foodBabaganoush"
"Pam's HarvestCraft","harvestcraft:baconandeggsitem",14349,0,"false","Bacon and Eggs",4,1.2,"foodBaconandeggs"
"Pam's HarvestCraft","harvestcraft:baconcheeseburgeritem",14618,0,"false","Bacon Cheeseburger",10,1.2,"foodBaconcheeseburger"
"Pam's HarvestCraft","harvestcraft:baconmushroomburgeritem",14649,0,"false","Bacon Mushroom Burger",11,1.2,"foodBaconmushroomburger"
"Pam's HarvestCraft","harvestcraft:baconpancakesitem",14481,0,"false","Bacon Pancakes",6,1.2,"foodBaconpancakes"
"Pam's HarvestCraft","harvestcraft:baconwrappedchiliitem",14543,0,"false","Bacon Wrapped Chili",3,1.2,"foodBaconwrappedchili"
"Pam's HarvestCraft","harvestcraft:baconwrappeddatesitem",14198,0,"false","Bacon Wrapped Dates",3,1.2,"foodBaconwrappeddates"
"Pam's HarvestCraft","harvestcraft:bakedalaskaitem",14531,0,"false","Baked Alaska",7,1.2,"foodBakedalaska"
"Pam's HarvestCraft","harvestcraft:bakedbeansitem",13940,0,"false","Baked Beans",4,1.2,"foodBakedbeans"
"Pam's HarvestCraft","harvestcraft:bakedbeetsitem",13977,0,"false","Baked Beets",4,1.2,"foodBakedbeets"
"Pam's HarvestCraft","harvestcraft:bakedcactusitem",14461,0,"false","Baked Cactus",1,1.2,"foodBakedcactus"
"Pam's HarvestCraft","harvestcraft:bakedhamitem",13872,0,"false","Baked Ham",4,1.2,"foodBakedham"
"Pam's HarvestCraft","harvestcraft:bakedsweetpotatoitem",13806,0,"false","Baked Sweet Potato",2,1.2,""
"Pam's HarvestCraft","harvestcraft:bakedturnipsitem",13990,0,"false","Baked Turnips",5,1.2,"foodBakedturnips"
"Pam's HarvestCraft","harvestcraft:baklavaitem",14097,0,"false","Baklava",8,1.2,"foodBaklava"
"Pam's HarvestCraft","harvestcraft:bambooshootitem",13468,0,"false","Bamboo Shoot",1,0.6,"cropBambooshoot,listAllveggie"
"Pam's HarvestCraft","harvestcraft:bamboosteamedriceitem",14171,0,"false","Bamboo Steamed Rice",2,1.2,"foodBamboosteamedrice"
"Pam's HarvestCraft","harvestcraft:bananaitem",13668,0,"false","Banana",1,0.6,"cropBanana,listAllfruit"
"Pam's HarvestCraft","harvestcraft:bananamilkshakeitem",14267,0,"false","Banana Milkshake",3,1.2,"foodBananamilkshake"
"Pam's HarvestCraft","harvestcraft:banananutbreaditem",14028,0,"false","Banana Nut Bread",5,1.2,"foodBanananutbread"
"Pam's HarvestCraft","harvestcraft:bananasmoothieitem",14029,0,"false","Banana Smoothie",3,1.2,"foodBananasmoothie,listAllsmoothie"
"Pam's HarvestCraft","harvestcraft:bananasplititem",14027,0,"false","Banana Split",7,1.2,"foodBananasplit"
"Pam's HarvestCraft","harvestcraft:bananayogurtitem",14030,0,"false","Banana Yogurt",2,1.2,"foodBananayogurt,listAllyogurt"
"Pam's HarvestCraft","harvestcraft:bangersandmashitem",14246,0,"false","Bangers and Mash",9,1.2,"foodBangersandmash"
"Pam's HarvestCraft","harvestcraft:barleyitem",13460,0,"false","Barley",1,0.6,"cropBarley,listAllgrain"
"Pam's HarvestCraft","harvestcraft:bassrawitem",14721,0,"false","Raw Bass",1,0.6,"foodBassraw,listAllfishfresh,listAllfishraw"
"Pam's HarvestCraft","harvestcraft:battenbergitem",14641,0,"false","Battenberg",11,1.2,"foodBattenberg"
"Pam's HarvestCraft","harvestcraft:batteredsausageitem",14247,0,"false","Battered Sausage",7,1.2,"foodBatteredsausage"
"Pam's HarvestCraft","harvestcraft:bbqchickenbiscuititem",14675,0,"false","BBQ Chicken Biscuit",14,1.2,"foodBbqchickenbiscuit"
"Pam's HarvestCraft","harvestcraft:bbqchickenpizzaitem",14524,0,"false","BBQ Chicken Pizza",9,1.2,"foodBbqchickenpizza"
"Pam's HarvestCraft","harvestcraft:bbqjackfruititem",14539,0,"false","BBQ Jackfruit",2,1.2,"foodBbqjackfruit,listAllporkcooked,listAllporkraw"
"Pam's HarvestCraft","harvestcraft:bbqplatteritem",14672,0,"false","BBQ Platter",14,1.2,"foodBbqplatter"
"Pam's HarvestCraft","harvestcraft:bbqpotatochipsitem",14395,0,"false","BBQ Potato Chips",7,1.2,"foodBbqpotatochips"
"Pam's HarvestCraft","harvestcraft:bbqpulledporkitem",14272,0,"false","BBQ Pulled Pork",8,1.2,"foodBbqpulledpork"
"Pam's HarvestCraft","harvestcraft:bbqsauceitem",14506,0,"false","BBQ Sauce",1,1.2,"foodBbqsauce"
"Pam's HarvestCraft","harvestcraft:beanburritoitem",13943,0,"false","Bean Burrito",7,1.2,"foodBeanburrito"
"Pam's HarvestCraft","harvestcraft:beanitem",13530,0,"false","Beans",1,0.6,"cropBean,listAllveggie"
"Pam's HarvestCraft","harvestcraft:beansandriceitem",13941,0,"false","Beans and Rice",5,1.2,"foodBeansandrice"
"Pam's HarvestCraft","harvestcraft:beansontoastitem",14620,0,"false","Beans on Toast",10,1.2,"foodBeansontoast"
"Pam's HarvestCraft","harvestcraft:beefjerkyitem",14163,0,"false","Beef Jerky",3,1.2,"foodBeefjerky"
"Pam's HarvestCraft","harvestcraft:beefwellingtonitem",14213,0,"false","Beef Wellington",7,1.2,"foodBeefwellington"
"Pam's HarvestCraft","harvestcraft:beetburgeritem",14666,0,"false","Beet Burger",13,1.2,"foodBeetburger"
"Pam's HarvestCraft","harvestcraft:beetitem",13478,0,"false","Beet",1,0.6,"cropBeet,listAllveggie"
"Pam's HarvestCraft","harvestcraft:beetsaladitem",13975,0,"false","Beet Salad",6,1.2,"foodBeetsalad"
"Pam's HarvestCraft","harvestcraft:beetsoupitem",13976,0,"false","Beet Soup",4,1.2,"foodBeetsoup"
"Pam's HarvestCraft","harvestcraft:bellpepperitem",13534,0,"false","Bellpepper",1,0.6,"cropBellpepper,listAllpepper,listAllveggie"
"Pam's HarvestCraft","harvestcraft:bentoboxitem",14687,0,"false","Bento Box",18,1.2,"foodBentobox"
"Pam's HarvestCraft","harvestcraft:berrymeringuenestitem",14532,0,"false","Berry Meringue Nest",8,1.2,"foodBerrymeringuenest"
"Pam's HarvestCraft","harvestcraft:berryvinaigrettesaladitem",14420,0,"false","Berry Vinaigrette Salad",6,1.2,"foodBerryvinaigrettesalad"
"Pam's HarvestCraft","harvestcraft:bibimbapitem",14526,0,"false","Bibimbap",8,1.2,"foodBibimbap"
"Pam's HarvestCraft","harvestcraft:biscuititem",14062,0,"false","Biscuit",5,1.2,"foodBiscuit"
"Pam's HarvestCraft","harvestcraft:biscuitsandgravyitem",14350,0,"false","Biscuits and Gravy",8,1.2,"foodBiscuitsandgravy"
"Pam's HarvestCraft","harvestcraft:blackberrycobbleritem",14073,0,"false","Blackberry Cobbler",5,1.2,"foodBlackberrycobbler"
"Pam's HarvestCraft","harvestcraft:blackberryitem",13446,0,"false","Blackberry",1,0.6,"cropBlackberry,listAllberry,listAllfruit"
"Pam's HarvestCraft","harvestcraft:blackberryjellyitem",14111,0,"false","Blackberry Jelly",2,1.2,"foodBlackberryjelly"
"Pam's HarvestCraft","harvestcraft:blackberryjellysandwichitem",14112,0,"false","Blackberry Jelly Sandwich",6,1.2,"foodBlackberryjellysandwich"
"Pam's HarvestCraft","harvestcraft:blackberryjuiceitem",13844,0,"false","Blackberry Juice",2,1.2,"foodBlackberryjuice,listAlljuice"
"Pam's HarvestCraft","harvestcraft:blackberrysmoothieitem",14074,0,"false","Blackberry Smoothie",3,1.2,"foodBlackberrysmoothie,listAllsmoothie"
"Pam's HarvestCraft","harvestcraft:blackberryyogurtitem",14075,0,"false","Blackberry Yogurt",2,1.2,"foodBlackberryyogurt,listAllyogurt"
"Pam's HarvestCraft","harvestcraft:blackpaellaitem",14482,0,"false","Black Paella",7,1.2,"foodBlackpaella"
"Pam's HarvestCraft","harvestcraft:blazingsoupitem",14483,0,"false","Blazing Soup",9,1.2,"foodBlazingsoup"
"Pam's HarvestCraft","harvestcraft:bltitem",13903,0,"false","BLT",8,1.2,"foodBlt"
"Pam's HarvestCraft","harvestcraft:blueberryitem",13448,0,"false","Blueberry",1,0.6,"cropBlueberry,listAllberry,listAllfruit"
"Pam's HarvestCraft","harvestcraft:blueberryjellyitem",14113,0,"false","Blueberry Jelly",2,1.2,"foodBlueberryjelly"
"Pam's HarvestCraft","harvestcraft:blueberryjellysandwichitem",14114,0,"false","Blueberry Jelly Sandwich",6,1.2,"foodBlueberryjellysandwich"
"Pam's HarvestCraft","harvestcraft:blueberryjuiceitem",13835,0,"false","Blueberry Juice",2,1.2,"foodBlueberryjuice,listAlljuice"
"Pam's HarvestCraft","harvestcraft:blueberrymuffinitem",13961,0,"false","Blueberry Muffin",4,1.2,"foodBlueberrymuffin"
"Pam's HarvestCraft","harvestcraft:blueberrypancakesitem",13963,0,"false","Blueberry Pancakes",7,1.2,"foodBlueberrypancakes"
"Pam's HarvestCraft","harvestcraft:blueberrypieitem",13960,0,"false","Blueberry Pie",5,1.2,"foodBlueberrypie"
"Pam's HarvestCraft","harvestcraft:blueberrysmoothieitem",13959,0,"false","Blueberry Smoothie",3,1.2,"foodBlueberrysmoothie,listAllsmoothie"
"Pam's HarvestCraft","harvestcraft:blueberryyogurtitem",14067,0,"false","Blueberry Yogurt",2,1.2,"foodBlueberryyogurt,listAllyogurt"
"Pam's HarvestCraft","harvestcraft:boiledeggitem",13882,0,"false","Boiled Egg",3,1.2,"foodBoiledegg"
"Pam's HarvestCraft","harvestcraft:bolognaitem",14571,0,"false","Bologna",2,1.2,"foodBologna"
"Pam's HarvestCraft","harvestcraft:bolognasandwichitem",14562,0,"false","Bologna Sandwich",9,1.2,"foodBolognasandwich"
"Pam's HarvestCraft","harvestcraft:braisedonionsitem",13908,0,"false","Braised Onions",5,1.2,"foodBraisedonions"
"Pam's HarvestCraft","harvestcraft:bratwurstitem",14662,0,"false","Bratwurst",13,1.2,"foodBratwurst"
"Pam's HarvestCraft","harvestcraft:breadedporkchopitem",13870,0,"false","Breaded Porkchop",5,1.2,"foodBreadedporkchop"
"Pam's HarvestCraft","harvestcraft:breadfruititem",13731,0,"false","Breadfruit",1,0.6,"listAllgrain"
"Pam's HarvestCraft","harvestcraft:breakfastburritoitem",14630,0,"false","Breakfast Burrito",10,1.2,"foodBreakfastburrito"
"Pam's HarvestCraft","harvestcraft:briochebunitem",14484,0,"false","Brioche Bun",3,1.2,"foodBriochebun"
"Pam's HarvestCraft","harvestcraft:broccoliitem",13510,0,"false","Broccoli",1,0.6,"cropBroccoli,listAllgreenveggie,listAllveggie"
"Pam's HarvestCraft","harvestcraft:broccolimacitem",13978,0,"false","Broccoli Mac",4,1.2,"foodBroccolimac"
"Pam's HarvestCraft","harvestcraft:broccolindipitem",13979,0,"false","Broccoli n Dip",3,1.2,"foodBroccolindip"
"Pam's HarvestCraft","harvestcraft:brownieitem",14015,0,"false","Brownie",8,1.2,"foodBrownie"
"Pam's HarvestCraft","harvestcraft:brusselsproutitem",13522,0,"false","Brussel Sprout",1,0.6,"cropBrusselsprout,listAllgreenveggie,listAllveggie"
"Pam's HarvestCraft","harvestcraft:bubbleteaitem",14443,0,"false","Bubble Tea",4,1.2,"foodBubbletea"
"Pam's HarvestCraft","harvestcraft:bulgogiitem",14431,0,"false","Bulgogi",7,1.2,"foodBulgogi"
"Pam's HarvestCraft","harvestcraft:buttercookieitem",14392,0,"false","Butter Cookie",6,1.2,"foodButtercookie,listAllcookie"
"Pam's HarvestCraft","harvestcraft:butteredpotatoitem",13859,0,"false","Buttered Potato",4,1.2,"foodButteredpotato"
"Pam's HarvestCraft","harvestcraft:buttertartitem",14640,0,"false","Butter Tart",10,1.2,"foodButtertart"
"Pam's HarvestCraft","harvestcraft:cabbageitem",13524,0,"false","Cabbage",1,0.6,"cropCabbage,listAllgreenveggie,listAllveggie"
"Pam's HarvestCraft","harvestcraft:cactusfruititem",13456,0,"false","Cactus Fruit",1,0.6,"cropCactusfruit,listAllfruit"
"Pam's HarvestCraft","harvestcraft:cactusfruitjuiceitem",13848,0,"false","Cactus Fruit Juice",2,1.2,"foodCactusfruitjuice,listAlljuice"
"Pam's HarvestCraft","harvestcraft:cactussoupitem",14057,0,"false","Cactus Soup",3,1.2,"foodCactussoup"
"Pam's HarvestCraft","harvestcraft:calamaricookeditem",13800,0,"false","Cooked Calamari",2,1.2,"foodCalamaricooked,listAllfishcooked"
"Pam's HarvestCraft","harvestcraft:calamarirawitem",13799,0,"false","Raw Calamari",1,0.6,"foodCalamariraw,listAllfishfresh,listAllfishraw"
"Pam's HarvestCraft","harvestcraft:californiarollitem",14218,0,"false","California Roll",6,1.2,"foodCaliforniaroll"
"Pam's HarvestCraft","harvestcraft:candiedgingeritem",13993,0,"false","Candied Ginger",2,1.2,"foodCandiedginger"
"Pam's HarvestCraft","harvestcraft:candiedlemonitem",13957,0,"false","Candied Lemon",2,1.2,"foodCandiedlemon"
"Pam's HarvestCraft","harvestcraft:candiedpecansitem",14454,0,"false","Candied Pecans",3,1.2,"foodCandiedpecans"
"Pam's HarvestCraft","harvestcraft:candiedsweetpotatoesitem",13982,0,"false","Candied Sweet Potatoes",3,1.2,"foodCandiedsweetpotatoes"
"Pam's HarvestCraft","harvestcraft:candiedwalnutsitem",14014,0,"false","Candied Walnuts",4,1.2,"foodCandiedwalnuts"
"Pam's HarvestCraft","harvestcraft:candleberryitem",13450,0,"false","Candleberry",1,0.6,"cropCandle,cropCandleberry"
"Pam's HarvestCraft","harvestcraft:cantaloupeitem",13470,0,"false","Cantaloupe",1,0.6,"cropCantaloupe,listAllfruit"
"Pam's HarvestCraft","harvestcraft:cantonesegreensitem",14471,0,"false","Cantonese Greens",2,1.2,"foodCantonesegreens"
"Pam's HarvestCraft","harvestcraft:cantonesenoodlesitem",14634,0,"false","Cantonese Noodles",10,1.2,"foodCantonesenoodles"
"Pam's HarvestCraft","harvestcraft:caramelappleitem",13814,0,"false","Caramel Apple",3,1.2,"foodCaramelapple"
"Pam's HarvestCraft","harvestcraft:caramelcupcakeitem",14518,0,"false","Caramel Cupcake",8,1.2,"foodCaramelcupcake"
"Pam's HarvestCraft","harvestcraft:caramelicecreamitem",14152,0,"false","Caramel Ice Cream",4,1.2,"foodCaramelicecream"
"Pam's HarvestCraft","harvestcraft:caramelitem",13884,0,"false","Caramel",1,1.2,"foodCaramel"
"Pam's HarvestCraft","harvestcraft:carprawitem",14722,0,"false","Raw Carp",1,0.6,"foodCarpraw,listAllfishfresh,listAllfishraw"
