"Mod name","Registry name","Item ID","Meta/dmg","Subtypes","Display name","Ore Dict keys"
"Better Animals Plus","betteranimalsplus:bear_skin_black",7395,0,"false","Black Bear Skin","peltBear,peltBearBlack,skinBear,skinBearBlack"
"Better Animals Plus","betteranimalsplus:bear_skin_brown",7394,0,"false","Brown Bear Skin","peltBear,peltBearBrown,skinBear,skinBearBrown"
"Better Animals Plus","betteranimalsplus:bear_skin_kermode",7396,0,"false","Kermode Bear Skin","peltBear,peltBearKermode,skinBear,skinBearKermode"
"Better Animals Plus","betteranimalsplus:bearhead",7352,0,"false","item.null.name",""
"Better Animals Plus","betteranimalsplus:bearhead_1",7353,0,"false","Bear Head",""
"Better Animals Plus","betteranimalsplus:bearhead_2",7354,0,"false","Bear Head",""
"Better Animals Plus","betteranimalsplus:bearhead_3",7355,0,"false","Bear Head",""
"Better Animals Plus","betteranimalsplus:blubber",7377,0,"false","Blubber",""
"Better Animals Plus","betteranimalsplus:boarhead",7347,0,"false","item.null.name",""
"Better Animals Plus","betteranimalsplus:boarhead_1",7348,0,"false","Boar Head",""
"Better Animals Plus","betteranimalsplus:boarhead_2",7349,0,"false","Boar Head",""
"Better Animals Plus","betteranimalsplus:boarhead_3",7350,0,"false","Boar Head",""
"Better Animals Plus","betteranimalsplus:boarhead_4",7351,0,"false","Boar Head",""
"Better Animals Plus","betteranimalsplus:coyotehead",7340,0,"false","item.null.name",""
"Better Animals Plus","betteranimalsplus:coyotehead_1",7341,0,"false","Coyote Head",""
"Better Animals Plus","betteranimalsplus:crab_meat_cooked",7401,0,"false","Cooked Crab Meat","foodCrabcooked,listAllfishcooked,listAllmeatcooked"
"Better Animals Plus","betteranimalsplus:crab_meat_raw",7400,0,"false","Raw Crab Meat","foodCrabraw,listAllfishraw,listAllmeatraw"
"Better Animals Plus","betteranimalsplus:deerhead",7356,0,"false","item.null.name",""
"Better Animals Plus","betteranimalsplus:deerhead_1",7357,0,"false","Deer Head",""
"Better Animals Plus","betteranimalsplus:deerhead_2",7358,0,"false","Deer Head",""
"Better Animals Plus","betteranimalsplus:deerhead_3",7359,0,"false","Deer Head",""
"Better Animals Plus","betteranimalsplus:deerhead_4",7360,0,"false","Deer Head",""
"Better Animals Plus","betteranimalsplus:eel_meat_cooked",7411,0,"false","Cooked Eel Meat","listAllmeatcooked"
"Better Animals Plus","betteranimalsplus:eel_meat_raw",7410,0,"false","Raw Eel Meat","foodEelraw,listAllmeatraw"
"Better Animals Plus","betteranimalsplus:foxhead",7342,0,"false","item.null.name",""
"Better Animals Plus","betteranimalsplus:foxhead_1",7343,0,"false","Fox Head",""
"Better Animals Plus","betteranimalsplus:foxhead_2",7344,0,"false","Fox Head",""
"Better Animals Plus","betteranimalsplus:foxhead_3",7345,0,"false","Fox Head",""
"Better Animals Plus","betteranimalsplus:foxhead_4",7346,0,"false","Fox Head",""
"Better Animals Plus","betteranimalsplus:fried_egg",7412,0,"false","Fried Egg","foodFriedegg"
"Better Animals Plus","betteranimalsplus:goatcheese",7379,0,"false","Goat Cheese","foodCheese,foodGoatCheese"
"Better Animals Plus","betteranimalsplus:goatmilk",7378,0,"false","Goat Milk","foodGoatMilk,listAllGoatMilk,listAllMilk"
"Better Animals Plus","betteranimalsplus:golden_goose_egg",7407,0,"false","Golden Goose Egg",""
"Better Animals Plus","betteranimalsplus:goose_egg",7406,0,"false","Goose Egg","egg,eggCookable,foodEgg,listAllEgg,listAllegg"
"Better Animals Plus","betteranimalsplus:handoffate",7422,0,"false","Hand Of Fate",""
"Better Animals Plus","betteranimalsplus:hirschgeistskull",7371,0,"false","item.null.name",""
"Better Animals Plus","betteranimalsplus:hirschgeistskull_1",7372,0,"false","Hirschgeist Skull",""
"Better Animals Plus","betteranimalsplus:hirschgeistskullwearable",7375,0,"false","Wearable Hirschgeist Skull",""
"Better Animals Plus","betteranimalsplus:moosehead",7366,0,"false","item.null.name",""
"Better Animals Plus","betteranimalsplus:moosehead_1",7367,0,"false","Moose Head",""
"Better Animals Plus","betteranimalsplus:moosehead_2",7368,0,"false","Moose Head",""
"Better Animals Plus","betteranimalsplus:moosehead_3",7369,0,"false","Moose Head",""
"Better Animals Plus","betteranimalsplus:moosehead_4",7370,0,"false","Moose Head",""
"Better Animals Plus","betteranimalsplus:pheasant_egg",7404,0,"false","Pheasant Egg","egg,eggCookable,foodEgg,listAllEgg,listAllegg"
"Better Animals Plus","betteranimalsplus:pheasantcooked",7381,0,"false","Cooked Pheasant","listAllmeatcooked"
"Better Animals Plus","betteranimalsplus:pheasantraw",7380,0,"false","Raw Pheasant","listAllmeatraw"
"Better Animals Plus","betteranimalsplus:record_crab_rave",7402,0,"false","Music Disc",""
"Better Animals Plus","betteranimalsplus:record_walrus",7403,0,"false","Music Disc",""
"Better Animals Plus","betteranimalsplus:reindeerhead",7361,0,"false","item.null.name",""
"Better Animals Plus","betteranimalsplus:reindeerhead_1",7362,0,"false","Reindeer Head",""
"Better Animals Plus","betteranimalsplus:reindeerhead_2",7363,0,"false","Reindeer Head",""
"Better Animals Plus","betteranimalsplus:reindeerhead_3",7364,0,"false","Reindeer Head",""
"Better Animals Plus","betteranimalsplus:reindeerhead_4",7365,0,"false","Reindeer Head",""
"Better Animals Plus","betteranimalsplus:trillium",7421,0,"false","Trillium",""
"Better Animals Plus","betteranimalsplus:turkey_cooked",7424,0,"false","Cooked Turkey","listAllmeatcooked"
"Better Animals Plus","betteranimalsplus:turkey_egg",7405,0,"false","Turkey Egg","egg,eggCookable,foodEgg,listAllEgg,listAllegg"
"Better Animals Plus","betteranimalsplus:turkey_leg_cooked",7409,0,"false","Cooked Turkey Leg","listAllmeatcooked,listAllturkeycooked"
"Better Animals Plus","betteranimalsplus:turkey_leg_raw",7408,0,"false","Raw Turkey Leg","listAllmeatraw,listAllturkeyraw"
"Better Animals Plus","betteranimalsplus:turkey_raw",7423,0,"false","Raw Turkey","listAllmeatraw"
"Better Animals Plus","betteranimalsplus:venisoncooked",7374,0,"false","Cooked Venison","foodVenisoncooked,listAllmeatcooked,listAllvenisoncooked"
"Better Animals Plus","betteranimalsplus:venisonraw",7373,0,"false","Raw Venison","foodVenisonraw,listAllmeatraw,listAllvenisonraw"
"Better Animals Plus","betteranimalsplus:wolf_cape_arctic",7391,0,"false","Wolf Cape (Arctic)",""
"Better Animals Plus","betteranimalsplus:wolf_cape_black",7390,0,"false","Wolf Cape (Black)",""
"Better Animals Plus","betteranimalsplus:wolf_cape_brown",7392,0,"false","Wolf Cape (Brown)",""
"Better Animals Plus","betteranimalsplus:wolf_cape_classic",7388,0,"false","Wolf Cape (Classic)",""
"Better Animals Plus","betteranimalsplus:wolf_cape_red",7393,0,"false","Wolf Cape (Red)",""
"Better Animals Plus","betteranimalsplus:wolf_cape_timber",7389,0,"false","Wolf Cape (Timber)",""
"Better Animals Plus","betteranimalsplus:wolf_pelt_arctic",7385,0,"false","Arctic Wolf Pelt",""
"Better Animals Plus","betteranimalsplus:wolf_pelt_black",7384,0,"false","Black Wolf Pelt","peltWolf"
"Better Animals Plus","betteranimalsplus:wolf_pelt_brown",7386,0,"false","Brown Wolf Pelt",""
"Better Animals Plus","betteranimalsplus:wolf_pelt_red",7387,0,"false","Red Wolf Pelt",""
"Better Animals Plus","betteranimalsplus:wolf_pelt_snowy",7382,0,"false","Snowy Wolf Pelt","peltWolf"
"Better Animals Plus","betteranimalsplus:wolf_pelt_timber",7383,0,"false","Timber Wolf Pelt","peltWolf"
"Better Animals Plus","betteranimalsplus:wolfhead",7333,0,"false","item.null.name",""
"Better Animals Plus","betteranimalsplus:wolfhead_1",7334,0,"false","Wolf Head",""
"Better Animals Plus","betteranimalsplus:wolfhead_2",7335,0,"false","Wolf Head",""
"Better Animals Plus","betteranimalsplus:wolfhead_3",7336,0,"false","Wolf Head",""
"Better Animals Plus","betteranimalsplus:wolfhead_4",7337,0,"false","Wolf Head",""
"Better Animals Plus","betteranimalsplus:wolfhead_5",7338,0,"false","Wolf Head",""
"Better Animals Plus","betteranimalsplus:wolfhead_6",7339,0,"false","Wolf Head",""
"Bewitchment","bewitchment:acacia_resin",7516,0,"false","Acacia Resin",""
"Bewitchment","bewitchment:aconitum",7549,0,"false","Aconitum","cropAconitum,wolfsbane"
"Bewitchment","bewitchment:aconitum_seeds",7556,0,"false","Aconitum Seeds","listAllseed"
"Bewitchment","bewitchment:adders_fork",7569,0,"false","Adder's Fork",""
"Bewitchment","bewitchment:alchemist_hat",7446,0,"false","Alchemist's Hat","itemArmor,itemHelmet"
"Bewitchment","bewitchment:alchemist_hood",7445,0,"false","Alchemist's Hood","itemArmor,itemHelmet"
"Bewitchment","bewitchment:alchemist_pants",7448,0,"false","Alchemist's Pants","itemArmor,itemLeggings"
"Bewitchment","bewitchment:alchemist_robes",7447,0,"false","Alchemist's Robes",""
"Bewitchment","bewitchment:alchemists_carpet",4338,0,"false","Alchemist Carpet",""
"Bewitchment","bewitchment:alchemists_fleece",4367,0,"false","Alchemist Fleece",""
"Bewitchment","bewitchment:amethyst",7499,0,"false","Amethyst","gemAll,gemAmethyst"
"Bewitchment","bewitchment:amethyst_ore",4302,0,"false","Amethyst Ore","oreAmethyst"
"Bewitchment","bewitchment:athame",7463,0,"false","Athame",""
"Bewitchment","bewitchment:bastards_grimoire",7492,0,"false","Bastardus Grimoira",""
"Bewitchment","bewitchment:belladonna",7550,0,"false","Belladonna","cropBelladonna"
"Bewitchment","bewitchment:belladonna_seeds",7557,0,"false","Belladonna Seeds","listAllseed"
"Bewitchment","bewitchment:besmirched_carpet",4340,0,"false","Besmirched Carpet",""
"Bewitchment","bewitchment:besmirched_fleece",4366,0,"false","Besmirched Fleece",""
"Bewitchment","bewitchment:besmirched_hat",7442,0,"false","Besmirched Hat","itemArmor,itemHelmet"
"Bewitchment","bewitchment:besmirched_hood",7441,0,"false","Besmirched Hood","itemArmor,itemHelmet"
"Bewitchment","bewitchment:besmirched_pants",7444,0,"false","Besmirched Pants","itemArmor,itemLeggings"
"Bewitchment","bewitchment:besmirched_robes",7443,0,"false","Besmirched Robes",""
"Bewitchment","bewitchment:birch_soul",7514,0,"false","Birch Soul",""
"Bewitchment","bewitchment:black_candle",4386,0,"false","Black Candle",""
"Bewitchment","bewitchment:blessed_stone",4295,0,"false","Blessed Stone",""
"Bewitchment","bewitchment:block_of_amethyst",4296,0,"false","Block of Amethyst","blockAmethyst"
"Bewitchment","bewitchment:block_of_cold_iron",4300,0,"false","Block of Cold Iron","blockColdIron"
"Bewitchment","bewitchment:block_of_garnet",4297,0,"false","Block of Garnet","blockGarnet"
"Bewitchment","bewitchment:block_of_opal",4298,0,"false","Block of Opal","blockOpal"
"Bewitchment","bewitchment:block_of_salt",4301,0,"false","Block of Salt","blockSalt"
"Bewitchment","bewitchment:block_of_silver",4299,0,"false","Block of Silver","blockSilver"
"Bewitchment","bewitchment:blue_candle",4382,0,"false","Blue Candle",""
"Bewitchment","bewitchment:blue_ink_cap",4390,0,"false","Blue Ink Cap",""
"Bewitchment","bewitchment:boline",7464,0,"false","Boline",""
"Bewitchment","bewitchment:bone_needle",7497,0,"false","Bone Needle",""
"Bewitchment","bewitchment:bottle_of_blood",7575,0,"false","Bottle of Blood",""
"Bewitchment","bewitchment:bottle_of_vampire_blood",7576,0,"false","Bottle of Vampire Blood",""
"Bewitchment","bewitchment:bottled_frostfire",7495,0,"false","Bottled Frostfire",""
"Bewitchment","bewitchment:bottled_hellfire",7496,0,"false","Bottled Hellfire",""
"Bewitchment","bewitchment:box_of_sealed_evil",7592,0,"false","Box of Sealed Evil",""
"Bewitchment","bewitchment:brazier",4463,0,"false","Brazier",""
"Bewitchment","bewitchment:broom",7466,0,"false","Broom",""
"Bewitchment","bewitchment:brown_candle",4383,0,"false","Brown Candle",""
"Bewitchment","bewitchment:caduceus",7476,0,"false","Caduceus",""
"Bewitchment","bewitchment:candelabra_gold",4402,0,"false","Golden Candelabra",""
"Bewitchment","bewitchment:candelabra_iron",4403,0,"false","Iron Candelabra",""
"Bewitchment","bewitchment:candelabra_silver",4404,0,"false","Silver Candelabra",""
"Bewitchment","bewitchment:catechu_brown",7580,0,"false","Catechu Brown","dye,dyeBrown"
"Bewitchment","bewitchment:chiseled_coquina",4310,0,"false","Chiseled Coquina",""
"Bewitchment","bewitchment:chiseled_embittered_bricks",4318,0,"false","Chiseled Embittered Bricks",""
"Bewitchment","bewitchment:chiseled_scorned_bricks",4324,0,"false","Chiseled Scorned Bricks",""
"Bewitchment","bewitchment:cleansing_balm",7521,0,"false","Cleansing Balm",""
"Bewitchment","bewitchment:cleaver_sword",7465,0,"false","Cleaver Blade",""
"Bewitchment","bewitchment:cloudy_oil",7515,0,"false","Cloudy Oil",""
"Bewitchment","bewitchment:cold_iron_arrow",7480,0,"false","Cold Iron Arrow",""
"Bewitchment","bewitchment:cold_iron_axe",7460,0,"false","Cold Iron Axe",""
"Bewitchment","bewitchment:cold_iron_boots",7436,0,"false","Cold Iron Boots","itemArmor,itemBoots"
"Bewitchment","bewitchment:cold_iron_chestplate",7434,0,"false","Cold Iron Chestplate","itemArmor,itemChestplate"
"Bewitchment","bewitchment:cold_iron_helmet",7433,0,"false","Cold Iron Helmet","itemArmor,itemHelmet"
"Bewitchment","bewitchment:cold_iron_hoe",7462,0,"false","Cold Iron Hoe",""
"Bewitchment","bewitchment:cold_iron_ingot",7503,0,"false","Cold Iron Ingot","ingotColdIron"
"Bewitchment","bewitchment:cold_iron_leggings",7435,0,"false","Cold Iron Leggings","itemArmor,itemLeggings"
"Bewitchment","bewitchment:cold_iron_nugget",7505,0,"false","Cold Iron Nugget","nuggetColdIron"
"Bewitchment","bewitchment:cold_iron_pickaxe",7459,0,"false","Cold Iron Pickaxe",""
"Bewitchment","bewitchment:cold_iron_plate",7507,0,"false","Cold Iron Plate","plateColdIron"
"Bewitchment","bewitchment:cold_iron_shovel",7461,0,"false","Cold Iron Shovel",""
"Bewitchment","bewitchment:cold_iron_sword",7458,0,"false","Cold Iron Sword",""
"Bewitchment","bewitchment:contract",7593,0,"false","Demon Contract",""
"Bewitchment","bewitchment:coquina",4308,0,"false","Coquina","coquina"
"Bewitchment","bewitchment:coquina_brick_fence",4350,0,"false","Coquina Brick Fence",""
"Bewitchment","bewitchment:coquina_brick_slab",4348,0,"true","Coquina Brick Slab",""
"Bewitchment","bewitchment:coquina_brick_stairs",4347,0,"false","Coquina Brick Stairs",""
"Bewitchment","bewitchment:coquina_brick_wall",4349,0,"false","Coquina Brick Wall",""
"Bewitchment","bewitchment:coquina_bricks",4309,0,"false","Coquina Bricks",""
"Bewitchment","bewitchment:coquina_fence",4333,0,"false","Coquina Fence",""
"Bewitchment","bewitchment:coquina_slab",4351,0,"true","Coquina Slab",""
"Bewitchment","bewitchment:coquina_stairs",4346,0,"false","Coquina Stairs",""
"Bewitchment","bewitchment:coquina_wall",4357,0,"false","Coquina Wall",""
"Bewitchment","bewitchment:coquina_witches_altar",4455,0,"false","Coquina Witches' Altar",""
"Bewitchment","bewitchment:cracked_embittered_bricks",4317,0,"false","Cracked Embittered Bricks",""
"Bewitchment","bewitchment:cracked_scorned_bricks",4323,0,"false","Cracked Scorned Bricks",""
"Bewitchment","bewitchment:crying_scorned_brick_fence",4335,0,"false","Warped Scorned Brick Fence",""
"Bewitchment","bewitchment:crying_scorned_brick_slab",4354,0,"true","Warped Scorned Brick Slab",""
"Bewitchment","bewitchment:crying_scorned_brick_stairs",4342,0,"false","Warped Scorned Brick Stairs",""
"Bewitchment","bewitchment:crying_scorned_brick_wall",4363,0,"false","Warped Scorned Brick Wall",""
"Bewitchment","bewitchment:crying_scorned_bricks",4329,0,"false","Warped Scorned Bricks",""
"Bewitchment","bewitchment:crystal_ball",4462,0,"false","Crystal Ball",""
"Bewitchment","bewitchment:cyan_candle",4380,0,"false","Cyan Candle",""
"Bewitchment","bewitchment:cypress_broom",7467,0,"false","Cypress Broom",""
"Bewitchment","bewitchment:cypress_button",4448,0,"false","Cypress Button",""
"Bewitchment","bewitchment:cypress_door",7425,0,"false","Cypress Door",""
"Bewitchment","bewitchment:cypress_fence",4440,0,"false","Cypress Fence","fenceWood"
"Bewitchment","bewitchment:cypress_fence_gate",4436,0,"false","Cypress Fence Gate","fenceGateWood"
"Bewitchment","bewitchment:cypress_leaves",4418,0,"false","Cypress Leaves","treeLeaves"
"Bewitchment","bewitchment:cypress_planks",4414,0,"false","Cypress Planks","plankWood"
"Bewitchment","bewitchment:cypress_pressure_plate",4444,0,"false","Cypress Pressure Plate",""
"Bewitchment","bewitchment:cypress_sapling",4406,0,"false","Cypress Sapling","treeSapling"
"Bewitchment","bewitchment:cypress_trapdoor",4432,0,"false","Cypress Trapdoor",""
"Bewitchment","bewitchment:cypress_wood",4410,0,"false","Cypress Wood","logWood"
"Bewitchment","bewitchment:cypress_wood_slab",4428,0,"true","Cypress Wood Slab","slabWood"
"Bewitchment","bewitchment:cypress_wood_stairs",4424,0,"false","Cypress Wood Stairs","stairWood"
"Bewitchment","bewitchment:demon_heart",7573,0,"false","Demon Heart",""
"Bewitchment","bewitchment:demonic_elixir",7522,0,"false","Demonic Elixir",""
"Bewitchment","bewitchment:despair_brick_fence",4336,0,"false","Despair Brick Fence",""
"Bewitchment","bewitchment:despair_brick_slab",4355,0,"true","Despair Brick Slab",""
"Bewitchment","bewitchment:despair_brick_stairs",4343,0,"false","Despair Brick Stairs",""
"Bewitchment","bewitchment:despair_brick_wall",4359,0,"false","Despair Brick Wall",""
"Bewitchment","bewitchment:despair_bricks",4330,0,"false","Despair Bricks",""
"Bewitchment","bewitchment:diabolical_vein",7529,0,"false","Diabolical Vein",""
"Bewitchment","bewitchment:dimensional_sand",7582,0,"false","Dimensional Sand",""
"Bewitchment","bewitchment:distillery",4460,0,"false","Distillery",""
"Bewitchment","bewitchment:dragons_blood_broom",7470,0,"false","Dragon's Blood Broom",""
"Bewitchment","bewitchment:dragons_blood_button",4451,0,"false","Dragon's Blood Button",""
"Bewitchment","bewitchment:dragons_blood_chest",4423,0,"false","Dragon's Blood Chest",""
"Bewitchment","bewitchment:dragons_blood_door",7428,0,"false","Dragon's Blood Door",""
"Bewitchment","bewitchment:dragons_blood_fence",4443,0,"false","Dragon's Blood Fence","fenceWood"
"Bewitchment","bewitchment:dragons_blood_fence_gate",4439,0,"false","Dragon's Blood Fence Gate","fenceGateWood"
"Bewitchment","bewitchment:dragons_blood_leaves",4421,0,"false","Dragons Blood Leaves","treeLeaves"
"Bewitchment","bewitchment:dragons_blood_planks",4417,0,"false","Dragons Blood Planks","plankWood"
"Bewitchment","bewitchment:dragons_blood_pressure_plate",4447,0,"false","Dragon's Blood Pressure Plate",""
"Bewitchment","bewitchment:dragons_blood_resin",7591,0,"false","Dragon's Blood Resin","dye,dyeRed,materialResin,resin,resinDragonsBlood"
"Bewitchment","bewitchment:dragons_blood_resin_block",4368,0,"false","Block of Dragon's Blood Resin","blockDragonsBloodResin"
"Bewitchment","bewitchment:dragons_blood_sapling",4409,0,"false","Dragons Blood Sapling","treeSapling"
"Bewitchment","bewitchment:dragons_blood_slab",4431,0,"true","Dragon's Blood Slab","slabWood"
"Bewitchment","bewitchment:dragons_blood_stairs",4427,0,"false","Dragon's Blood Stairs","stairWood"
"Bewitchment","bewitchment:dragons_blood_trapdoor",4435,0,"false","Dragon's Blood Trapdoor",""
"Bewitchment","bewitchment:dragons_blood_wood",4413,0,"false","Dragons Blood Wood","logWood"
"Bewitchment","bewitchment:droplet_of_wisdom",7518,0,"false","Droplet of Wisdom",""
"Bewitchment","bewitchment:ebb_of_death",7517,0,"false","Ebb of Death",""
"Bewitchment","bewitchment:ectoplasm",7583,0,"false","Ectoplasm",""
"Bewitchment","bewitchment:elder_broom",7468,0,"false","Elder Broom",""
"Bewitchment","bewitchment:elder_button",4449,0,"false","Elder Button",""
"Bewitchment","bewitchment:elder_door",7426,0,"false","Elder Door",""
"Bewitchment","bewitchment:elder_fence",4441,0,"false","Elder Fence","fenceWood"
"Bewitchment","bewitchment:elder_fence_gate",4437,0,"false","Elder Fence Gate","fenceGateWood"
"Bewitchment","bewitchment:elder_leaves",4419,0,"false","Elder Leaves","treeLeaves"
"Bewitchment","bewitchment:elder_planks",4415,0,"false","Elder Planks","plankWood"
"Bewitchment","bewitchment:elder_pressure_plate",4445,0,"false","Elder Pressure Plate",""
"Bewitchment","bewitchment:elder_sapling",4407,0,"false","Elder Sapling","treeSapling"
"Bewitchment","bewitchment:elder_trapdoor",4433,0,"false","Elder Trapdoor",""
"Bewitchment","bewitchment:elder_wood",4411,0,"false","Elder Wood","logWood"
"Bewitchment","bewitchment:elder_wood_slab",4429,0,"true","Elder Wood Slab","slabWood"
"Bewitchment","bewitchment:elder_wood_stairs",4425,0,"false","Elder Wood Stairs","stairWood"
"Bewitchment","bewitchment:elderberries",7563,0,"false","Elderberries",""
"Bewitchment","bewitchment:elderberry_jelly",7596,0,"false","Elderberry Jelly",""
"Bewitchment","bewitchment:embergrass",4387,0,"false","Embergrass",""
"Bewitchment","bewitchment:embittered_brick_fence",4321,0,"false","Embittered Brick Fence",""
"Bewitchment","bewitchment:embittered_brick_stairs",4319,0,"false","Embittered Brick Stairs",""
"Bewitchment","bewitchment:embittered_brick_wall",4361,0,"false","Embittered Brick Wall",""
"Bewitchment","bewitchment:embittered_brick_witches_altar",4456,0,"false","Embittered Brick Witches' Altar",""
"Bewitchment","bewitchment:embittered_bricks",4316,0,"false","Embittered Bricks",""
"Bewitchment","bewitchment:embittered_bricks_slab",4320,0,"true","Embittered Bricks Slab",""
"Bewitchment","bewitchment:empty_jar",7511,0,"false","Empty Jar",""
"Bewitchment","bewitchment:essence_of_vitality",7520,0,"false","Essence of Vitality",""
"Bewitchment","bewitchment:eye_of_old",7578,0,"false","Eye of Old",""
"Bewitchment","bewitchment:fiery_chalk",7474,0,"false","Fiery Chalk",""
"Bewitchment","bewitchment:fiery_unguent",7523,0,"false","Fiery Unguent","elementalFume"
"Bewitchment","bewitchment:filled_goblet",4370,0,"false","Filled Goblet",""
"Bewitchment","bewitchment:flower_siphoning_allium",4392,0,"false","Allium?",""
"Bewitchment","bewitchment:flower_siphoning_azure_bluet",4395,0,"false","Azure Bluet?",""
"Bewitchment","bewitchment:flower_siphoning_blue_orchid",4393,0,"false","Blue Orchid?",""
"Bewitchment","bewitchment:flower_siphoning_dandelion",4394,0,"false","Dandelion?",""
"Bewitchment","bewitchment:flower_siphoning_oxeye_daisy",4396,0,"false","Oxeye Daisy?",""
"Bewitchment","bewitchment:flower_siphoning_poppy",4401,0,"false","Poppy?",""
"Bewitchment","bewitchment:flower_siphoning_tulip_orange",4397,0,"false","Orange Tulip?",""
"Bewitchment","bewitchment:flower_siphoning_tulip_pink",4398,0,"false","Pink Tulip?",""
"Bewitchment","bewitchment:flower_siphoning_tulip_red",4399,0,"false","Red Tulip?",""
"Bewitchment","bewitchment:flower_siphoning_tulip_white",4400,0,"false","White Tulip?",""
"Bewitchment","bewitchment:flying_ointment",7584,0,"false","Flying Ointment",""
"Bewitchment","bewitchment:focal_chalk",7472,0,"false","Focal Chalk",""
"Bewitchment","bewitchment:fortunes_favor",7483,0,"false","Fortune's Favor",""
"Bewitchment","bewitchment:frostflower",4391,0,"false","Frost Flower",""
"Bewitchment","bewitchment:garlic",7551,0,"false","Garlic","cropGarlic,listAllherb"
"Bewitchment","bewitchment:garlic_bread",7598,0,"false","Garlic Bread","foodGarlicbread"
"Bewitchment","bewitchment:garlic_grilled",7595,0,"false","Grilled Garlic",""
"Bewitchment","bewitchment:garlic_seeds",7558,0,"false","Garlic Seeds","listAllseed"
"Bewitchment","bewitchment:garnet",7500,0,"false","Garnet","gemAll,gemGarnet"
"Bewitchment","bewitchment:garnet_ore",4303,0,"false","Garnet Ore","oreGarnet"
"Bewitchment","bewitchment:girdle_of_the_dryads",7481,0,"false","Girdle of the Dryads",""
"Bewitchment","bewitchment:gluttons_sash",7490,0,"false","Gluttons Sash",""
"Bewitchment","bewitchment:goblet",4369,0,"false","Goblet",""
"Bewitchment","bewitchment:goddess_statue",4405,0,"false","Goddess Statue",""
"Bewitchment","bewitchment:gold_baphomet_idol",4506,0,"false","Gold Baphomet Idol",""
"Bewitchment","bewitchment:gold_baphomet_statue",4486,0,"false","Gold Baphomet Statue",""
"Bewitchment","bewitchment:gold_herne_idol",4502,0,"false","Gold Herne Idol",""
"Bewitchment","bewitchment:gold_herne_statue",4490,0,"false","Gold Herne Statue",""
"Bewitchment","bewitchment:gold_leonard_idol",4498,0,"false","Gold Leonard Idol",""
"Bewitchment","bewitchment:gold_leonard_statue",4478,0,"false","Gold Leonard Statue",""
"Bewitchment","bewitchment:gold_lilith_idol",4510,0,"false","Gold Lilith Idol",""
"Bewitchment","bewitchment:gold_lilith_statue",4482,0,"false","Gold Lilith Statue",""
"Bewitchment","bewitchment:gold_moloch_idol",4514,0,"false","Gold Moloch Idol",""
"Bewitchment","bewitchment:gold_moloch_statue",4494,0,"false","Gold Moloch Statue",""
"Bewitchment","bewitchment:golden_thread",7534,0,"false","Golden Thread",""
"Bewitchment","bewitchment:gray_candle",4378,0,"false","Gray Candle",""
"Bewitchment","bewitchment:green_candle",4384,0,"false","Green Candle",""
"Bewitchment","bewitchment:green_witch_hat",7450,0,"false","Hedgewitches' Hat","itemArmor,itemHelmet"
"Bewitchment","bewitchment:green_witch_hood",7449,0,"false","Hedgewitches' Hood","itemArmor,itemHelmet"
"Bewitchment","bewitchment:green_witch_pants",7452,0,"false","Hedgewitches' Pants","itemArmor,itemLeggings"
"Bewitchment","bewitchment:green_witch_robes",7451,0,"false","Hedgewitches' Robes",""
"Bewitchment","bewitchment:greenwitch_fleece",4365,0,"false","Hedgewitch Fleece",""
"Bewitchment","bewitchment:grimoire_magia",7491,0,"false","Grimoire Magia",""
"Bewitchment","bewitchment:heart",7572,0,"false","Heart",""
"Bewitchment","bewitchment:heaven_extract",7527,0,"false","Heaven Extract","elementalFume"
"Bewitchment","bewitchment:hecates_visage",7487,0,"false","Hecate's Visage",""
"Bewitchment","bewitchment:hedgewitches_carpet",4339,0,"false","Hedgewitch Carpet",""
"Bewitchment","bewitchment:hellebore",7552,0,"false","Hellebore","cropHellebore"
"Bewitchment","bewitchment:hellebore_seeds",7559,0,"false","Hellebore Seeds","listAllseed"
"Bewitchment","bewitchment:hellhound_horn",7571,0,"false","Demonic Horn",""
"Bewitchment","bewitchment:hellish_bauble",7482,0,"false","Hellish Bauble",""
"Bewitchment","bewitchment:hidden_bat",7509,0,"false","item.bewitchment.hidden_bat.name",""
"Bewitchment","bewitchment:hoof",7577,0,"false","Hoof",""
"Bewitchment","bewitchment:horseshoe",7484,0,"false","Horseshoe",""
"Bewitchment","bewitchment:ink_cap_dye",7581,0,"false","Blue Ink Cap Extract","dye,dyeBlue"
"Bewitchment","bewitchment:iron_gall_ink",7585,0,"false","Iron Gall Ink","dye,dyeBlack"
"Bewitchment","bewitchment:juniper_berries",7564,0,"false","Juniper Berries","cropJuniperberry,cropWildberry,listAllberry,listAllfruit"
"Bewitchment","bewitchment:juniper_broom",7469,0,"false","Juniper Broom",""
"Bewitchment","bewitchment:juniper_button",4450,0,"false","Juniper Button",""
"Bewitchment","bewitchment:juniper_chest",4422,0,"false","Juniper Chest",""
"Bewitchment","bewitchment:juniper_door",7427,0,"false","Juniper Door",""
"Bewitchment","bewitchment:juniper_fence",4442,0,"false","Juniper Fence","fenceWood"
"Bewitchment","bewitchment:juniper_fence_gate",4438,0,"false","Juniper Fence Gate","fenceGateWood"
"Bewitchment","bewitchment:juniper_key",7493,0,"false","Juniper Key",""
"Bewitchment","bewitchment:juniper_key_ring",7494,0,"false","Juniper Keyring",""
