"Mod name","Registry name","Entity class name","ID"
"Electroblob's Wizardry","ebwizardry:ember","EntityEmber",42
"Electroblob's Wizardry","ebwizardry:evil_wizard","EntityEvilWizard",21
"Electroblob's Wizardry","ebwizardry:fire_sigil","EntityFireSigil",52
"Electroblob's Wizardry","ebwizardry:firebolt","EntityFirebolt",39
"Electroblob's Wizardry","ebwizardry:firebomb","EntityFirebomb",31
"Electroblob's Wizardry","ebwizardry:flamecatcher_arrow","EntityFlamecatcherArrow",29
"Electroblob's Wizardry","ebwizardry:force_arrow","EntityForceArrow",26
"Electroblob's Wizardry","ebwizardry:force_orb","EntityForceOrb",36
"Electroblob's Wizardry","ebwizardry:forcefield","EntityForcefield",51
"Electroblob's Wizardry","ebwizardry:frost_sigil","EntityFrostSigil",53
"Electroblob's Wizardry","ebwizardry:hailstorm","EntityHailstorm",64
"Electroblob's Wizardry","ebwizardry:healing_aura","EntityHealAura",57
"Electroblob's Wizardry","ebwizardry:husk_minion","EntityHuskMinion",1
"Electroblob's Wizardry","ebwizardry:ice_barrier","EntityIceBarrier",71
"Electroblob's Wizardry","ebwizardry:ice_charge","EntityIceCharge",35
"Electroblob's Wizardry","ebwizardry:ice_giant","EntityIceGiant",14
"Electroblob's Wizardry","ebwizardry:ice_lance","EntityIceLance",28
"Electroblob's Wizardry","ebwizardry:ice_shard","EntityIceShard",24
"Electroblob's Wizardry","ebwizardry:ice_spike","EntityIceSpike",69
"Electroblob's Wizardry","ebwizardry:ice_wraith","EntityIceWraith",9
"Electroblob's Wizardry","ebwizardry:iceball","EntityIceball",45
"Electroblob's Wizardry","ebwizardry:large_magic_fireball","EntityLargeMagicFireball",44
"Electroblob's Wizardry","ebwizardry:levitating_block","EntityLevitatingBlock",48
"Electroblob's Wizardry","ebwizardry:lightning_arrow","EntityLightningArrow",25
"Electroblob's Wizardry","ebwizardry:lightning_disc","EntityLightningDisc",41
"Electroblob's Wizardry","ebwizardry:lightning_hammer","EntityHammer",47
"Electroblob's Wizardry","ebwizardry:lightning_sigil","EntityLightningSigil",54
"Electroblob's Wizardry","ebwizardry:lightning_wraith","EntityLightningWraith",10
"Electroblob's Wizardry","ebwizardry:magic_fireball","EntityMagicFireball",43
"Electroblob's Wizardry","ebwizardry:magic_missile","EntityMagicMissile",23
"Electroblob's Wizardry","ebwizardry:magic_slime","EntityMagicSlime",16
"Electroblob's Wizardry","ebwizardry:meteor","EntityMeteor",46
"Electroblob's Wizardry","ebwizardry:phoenix","EntityPhoenix",13
"Electroblob's Wizardry","ebwizardry:poison_bomb","EntityPoisonBomb",32
"Electroblob's Wizardry","ebwizardry:radiant_totem","EntityRadiantTotem",60
"Electroblob's Wizardry","ebwizardry:remnant","EntityRemnant",22
"Electroblob's Wizardry","ebwizardry:ring_of_fire","EntityFireRing",56
"Electroblob's Wizardry","ebwizardry:shadow_wraith","EntityShadowWraith",18
"Electroblob's Wizardry","ebwizardry:shield","EntityShield",66
"Electroblob's Wizardry","ebwizardry:silverfish_minion","EntitySilverfishMinion",7
"Electroblob's Wizardry","ebwizardry:skeleton_minion","EntitySkeletonMinion",2
"Electroblob's Wizardry","ebwizardry:smoke_bomb","EntitySmokeBomb",34
"Electroblob's Wizardry","ebwizardry:spark","EntitySpark",37
"Electroblob's Wizardry","ebwizardry:spark_bomb","EntitySparkBomb",33
"Electroblob's Wizardry","ebwizardry:spectral_golem","EntitySpectralGolem",15
"Electroblob's Wizardry","ebwizardry:spider_minion","EntitySpiderMinion",4
"Electroblob's Wizardry","ebwizardry:spirit_horse","EntitySpiritHorse",12
"Electroblob's Wizardry","ebwizardry:spirit_wolf","EntitySpiritWolf",11
"Electroblob's Wizardry","ebwizardry:storm_elemental","EntityStormElemental",19
"Electroblob's Wizardry","ebwizardry:stormcloud","EntityStormcloud",65
"Electroblob's Wizardry","ebwizardry:stray_minion","EntityStrayMinion",3
"Electroblob's Wizardry","ebwizardry:thunderbolt","EntityThunderbolt",40
"Electroblob's Wizardry","ebwizardry:tornado","EntityTornado",68
"Electroblob's Wizardry","ebwizardry:vex_minion","EntityVexMinion",8
"Electroblob's Wizardry","ebwizardry:wither_skeleton_minion","EntityWitherSkeletonMinion",6
"Electroblob's Wizardry","ebwizardry:withering_totem","EntityWitheringTotem",61
"Electroblob's Wizardry","ebwizardry:wizard","EntityWizard",20
"Electroblob's Wizardry","ebwizardry:zombie_minion","EntityZombieMinion",0
"Electroblob's Wizardry","ebwizardry:zombie_spawner","EntityZombieSpawner",59
"Electroblob's Wizardry: Twilight Forest Spell Pack","tfspellpack:acid_rain_cloud","EntityAcidRainCloud",15
"Electroblob's Wizardry: Twilight Forest Spell Pack","tfspellpack:carminite_ghastling_minion","EntityMiniGhastMinion",9
"Electroblob's Wizardry: Twilight Forest Spell Pack","tfspellpack:cave_troll_minion","EntityCaveTrollMinion",10
"Electroblob's Wizardry: Twilight Forest Spell Pack","tfspellpack:cinder_cloud","EntityCinderCloud",16
"Electroblob's Wizardry: Twilight Forest Spell Pack","tfspellpack:dark_mist_cloud","EntityDarkMistCloud",18
"Electroblob's Wizardry: Twilight Forest Spell Pack","tfspellpack:druid_mage","EntityDruidMage",11
"Electroblob's Wizardry: Twilight Forest Spell Pack","tfspellpack:fiery_tear","EntityTear",13
"Electroblob's Wizardry: Twilight Forest Spell Pack","tfspellpack:fire_beetle_minion","EntityFireBeetleMinion",3
"Electroblob's Wizardry: Twilight Forest Spell Pack","tfspellpack:fire_jet","EntityFireJet",17
"Electroblob's Wizardry: Twilight Forest Spell Pack","tfspellpack:magic_hydra_mortar","EntityMagicHydraMortar",12
"Electroblob's Wizardry: Twilight Forest Spell Pack","tfspellpack:rain_of_tears","EntityTearRain",14
"Electroblob's Wizardry: Twilight Forest Spell Pack","tfspellpack:redcap_goblin_minion","EntityRedcapMinion",5
"Electroblob's Wizardry: Twilight Forest Spell Pack","tfspellpack:redcap_sapper_minion","EntityRedcapSapperMinion",6
"Electroblob's Wizardry: Twilight Forest Spell Pack","tfspellpack:skeleton_druid_minion","EntitySkeletonDruidMinion",0
"Electroblob's Wizardry: Twilight Forest Spell Pack","tfspellpack:slime_beetle_minion","EntitySlimeBeetleMinion",4
"Electroblob's Wizardry: Twilight Forest Spell Pack","tfspellpack:snow_guardian_minion","EntitySnowGuardianMinion",8
"Electroblob's Wizardry: Twilight Forest Spell Pack","tfspellpack:stable_ice_core_minion","EntityStableIceCoreMinion",1
"Electroblob's Wizardry: Twilight Forest Spell Pack","tfspellpack:twilight_wraith_minion","EntityTwilightWraithMinion",7
"Electroblob's Wizardry: Twilight Forest Spell Pack","tfspellpack:unstable_ice_core_minion","EntityUnstableIceCoreMinion",2
"End Expansion","ee:buffker","EntityBuffker",124
"End Expansion","ee:crystal_ball","EntityCrystalSpikeSmall",125
"End Expansion","ee:crystal_boss","EntityCrystalKnight",123
"End Expansion","ee:crytsal_ground","EntityGroundCrystal",126
"End Expansion","ee:entity_idle","EntityExplosion",127
"End Expansion","ee:projectile_quake","ProjectileQuake",128
"Exotic Birds","exoticbirds:bird_egg","EntityBirdEgg",38
"Exotic Birds","exoticbirds:bluejay","EntityBluejay",25
"Exotic Birds","exoticbirds:booby","EntityBooby",23
"Exotic Birds","exoticbirds:budgerigar","EntityBudgie",29
"Exotic Birds","exoticbirds:cardinal","EntityCardinal",24
"Exotic Birds","exoticbirds:cassowary","EntityCassowary",0
"Exotic Birds","exoticbirds:cloud_phoenix","EntityCloudPhoenix",31
"Exotic Birds","exoticbirds:crane","EntityCrane",27
"Exotic Birds","exoticbirds:desert_phoenix","EntityDesertPhoenix",35
"Exotic Birds","exoticbirds:duck","EntityDuck",1
"Exotic Birds","exoticbirds:emperorpenguin","EntityPenguinEmperor",14
"Exotic Birds","exoticbirds:ender_phoenix","EntityEnderPhoenix",36
"Exotic Birds","exoticbirds:flamingo","EntityFlamingo",2
"Exotic Birds","exoticbirds:gouldianfinch","EntityGouldianfinch",3
"Exotic Birds","exoticbirds:heron","EntityHeron",22
"Exotic Birds","exoticbirds:hummingbird","EntityHummingbird",4
"Exotic Birds","exoticbirds:kingfisher","EntityKingfisher",5
"Exotic Birds","exoticbirds:kiwi","EntityKiwi",6
"Exotic Birds","exoticbirds:kookaburra","EntityKookaburra",28
"Exotic Birds","exoticbirds:lyrebird","EntityLyrebird",7
"Exotic Birds","exoticbirds:magpie","EntityMagpie",8
"Exotic Birds","exoticbirds:nether_phoenix","EntityNetherPhoenix",33
"Exotic Birds","exoticbirds:ostrich","EntityOstrich",9
"Exotic Birds","exoticbirds:owl","EntityOwl",10
"Exotic Birds","exoticbirds:parrot","EntityParrot",11
"Exotic Birds","exoticbirds:peafowl","EntityPeafowl",12
"Exotic Birds","exoticbirds:pelican","EntityPelican",13
"Exotic Birds","exoticbirds:phoenix","EntityFirePhoenix",30
"Exotic Birds","exoticbirds:pigeon","EntityPigeon",15
"Exotic Birds","exoticbirds:roadrunner","EntityRoadrunner",16
"Exotic Birds","exoticbirds:robin","EntityRobin",26
"Exotic Birds","exoticbirds:seagull","EntitySeagull",17
"Exotic Birds","exoticbirds:snow_phoenix","EntitySnowPhoenix",34
"Exotic Birds","exoticbirds:swan","EntitySwan",18
"Exotic Birds","exoticbirds:toucan","EntityToucan",19
"Exotic Birds","exoticbirds:twilight_phoenix","EntityTwilightPhoenix",37
"Exotic Birds","exoticbirds:vulture","EntityVulture",20
"Exotic Birds","exoticbirds:water_phoenix","EntityWaterPhoenix",32
"Exotic Birds","exoticbirds:woodpecker","EntityWoodpecker",21
"Extra Utilities 2","extrautils2:boomerang","EntityBoomerang",0
"Extra Utilities 2","extrautils2:chunkdata","EntityChunkData",1
"Fairy Lights","fairylights:fastener","EntityFenceFastener",0
"Fairy Lights","fairylights:ladder","EntityLadder",1
"Familiar Fauna","familiarfauna:familiarfauna.butterfly","EntityButterfly",1
"Familiar Fauna","familiarfauna:familiarfauna.deer","EntityDeer",2
"Familiar Fauna","familiarfauna:familiarfauna.dragonfly","EntityDragonfly",3
"Familiar Fauna","familiarfauna:familiarfauna.pixie","EntityPixie",4
"Familiar Fauna","familiarfauna:familiarfauna.snail","EntitySnail",5
"Familiar Fauna","familiarfauna:familiarfauna.turkey","EntityTurkey",6
"Fish's Undead Rising","mod_lavacow:acidjet","EntityAcidJet",22
"Fish's Undead Rising","mod_lavacow:avaton","EntityAvaton",31
"Fish's Undead Rising","mod_lavacow:banshee","EntityBanshee",29
"Fish's Undead Rising","mod_lavacow:boneworm","EntityBoneWorm",21
"Fish's Undead Rising","mod_lavacow:cactoid","EntityCactoid",39
"Fish's Undead Rising","mod_lavacow:cactusthorn","EntityCactusThorn",41
"Fish's Undead Rising","mod_lavacow:cactyrant","EntityCactyrant",40
"Fish's Undead Rising","mod_lavacow:deathcoil","EntityDeathCoil",37
"Fish's Undead Rising","mod_lavacow:enigmoth","EntityEnigmoth",42
"Fish's Undead Rising","mod_lavacow:enigmoth_larva","EntityEnigmothLarva",43
"Fish's Undead Rising","mod_lavacow:flamejet","EntityFlameJet",23
"Fish's Undead Rising","mod_lavacow:foglet","EntityFoglet",3
"Fish's Undead Rising","mod_lavacow:forsaken","EntityForsaken",34
"Fish's Undead Rising","mod_lavacow:ghostbomb","EntityGhostBomb",32
"Fish's Undead Rising","mod_lavacow:ghostray","EntityGhostRay",28
"Fish's Undead Rising","mod_lavacow:holygrenade","EntityHolyGrenade",24
"Fish's Undead Rising","mod_lavacow:ithaqua","EntityWendigo",7
"Fish's Undead Rising","mod_lavacow:lavacow","EntityLavaCow",0
"Fish's Undead Rising","mod_lavacow:lilsludge","EntityLilSludge",11
"Fish's Undead Rising","mod_lavacow:mimic","EntityMimic",8
"Fish's Undead Rising","mod_lavacow:moth_scales","EntityMothScales",44
"Fish's Undead Rising","mod_lavacow:mummy","EntityMummy",38
"Fish's Undead Rising","mod_lavacow:parasite","EntityParasite",2
"Fish's Undead Rising","mod_lavacow:pingu","EntityPingu",25
"Fish's Undead Rising","mod_lavacow:piranha","EntityPiranha",18
"Fish's Undead Rising","mod_lavacow:piranhalauncher","EntityPiranhaLauncher",20
"Fish's Undead Rising","mod_lavacow:ptera","EntityPtera",14
"Fish's Undead Rising","mod_lavacow:raven","EntityRaven",13
"Fish's Undead Rising","mod_lavacow:salamander","EntitySalamander",6
"Fish's Undead Rising","mod_lavacow:sandburst","EntitySandBurst",36
"Fish's Undead Rising","mod_lavacow:scarecrow","EntityScarecrow",16
"Fish's Undead Rising","mod_lavacow:skeletonking","EntitySkeletonKing",35
"Fish's Undead Rising","mod_lavacow:sludgejet","EntitySludgeJet",10
"Fish's Undead Rising","mod_lavacow:sludgelord","EntitySludgeLord",9
"Fish's Undead Rising","mod_lavacow:sonicbomb","EntitySonicBomb",33
"Fish's Undead Rising","mod_lavacow:unburied","EntityUnburied",27
"Fish's Undead Rising","mod_lavacow:undeadswine","EntityUndeadSwine",5
"Fish's Undead Rising","mod_lavacow:undertaker","EntityUndertaker",26
"Fish's Undead Rising","mod_lavacow:vespa","EntityVespa",15
"Fish's Undead Rising","mod_lavacow:vespacocoon","EntityVespaCocoon",17
"Fish's Undead Rising","mod_lavacow:warsmallfireball","EntityWarSmallFireball",12
"Fish's Undead Rising","mod_lavacow:weta","EntityWeta",30
"Fish's Undead Rising","mod_lavacow:zombiefrozen","EntityZombieFrozen",4
"Fish's Undead Rising","mod_lavacow:zombiemushroom","EntityZombieMushroom",1
"Fish's Undead Rising","mod_lavacow:zombiepiranha","EntityZombiePiranha",19
"Fishing Made Better","fishingmadebetter:fmblavafishhook","EntityFMBLavaFishHook",0
"Fishing Made Better","fishingmadebetter:fmbvoidfishhook","EntityFMBVoidFishHook",1
"Future MC","futuremc:bee","EntityBee",4
"Future MC","futuremc:cod","EntityCod",5
"Future MC","futuremc:panda","EntityPanda",3
"Future MC","futuremc:pufferfish","EntityPufferfish",6
"Future MC","futuremc:salmon","EntitySalmon",7
"Future MC","futuremc:trident","Trident",1
"Future MC","futuremc:tropical_fish","EntityTropicalFish",8
"Grappling hook mod","grapplemod:grapplemod","grappleArrow",0
"Grimoire of Gaia 3","grimoireofgaia:ant","EntityGaiaAnt",1
"Grimoire of Gaia 3","grimoireofgaia:ant_hill","EntityGaiaPropAntHill",2
"Grimoire of Gaia 3","grimoireofgaia:ant_ranger","EntityGaiaAntRanger",3
"Grimoire of Gaia 3","grimoireofgaia:anubis","EntityGaiaAnubis",4
"Grimoire of Gaia 3","grimoireofgaia:arachne","EntityGaiaArachne",5
"Grimoire of Gaia 3","grimoireofgaia:banshee","EntityGaiaBanshee",6
"Grimoire of Gaia 3","grimoireofgaia:baphomet","EntityGaiaBaphomet",7
"Grimoire of Gaia 3","grimoireofgaia:bee","EntityGaiaBee",8
"Grimoire of Gaia 3","grimoireofgaia:beholder","EntityGaiaBeholder",9
"Grimoire of Gaia 3","grimoireofgaia:bomb","EntityGaiaProjectileBomb",87
"Grimoire of Gaia 3","grimoireofgaia:bone_knight","EntityGaiaBoneKnight",10
"Grimoire of Gaia 3","grimoireofgaia:bubble","EntityGaiaProjectileBubble",88
"Grimoire of Gaia 3","grimoireofgaia:butler","EntityGaiaIllagerButler",11
"Grimoire of Gaia 3","grimoireofgaia:campfire","EntityGaiaPropCampfire",12
"Grimoire of Gaia 3","grimoireofgaia:cecaelia","EntityGaiaCecaelia",13
"Grimoire of Gaia 3","grimoireofgaia:centaur","EntityGaiaCentaur",14
"Grimoire of Gaia 3","grimoireofgaia:chest","EntityGaiaPropChestMimic",15
"Grimoire of Gaia 3","grimoireofgaia:cobble_golem","EntityGaiaCobbleGolem",16
"Grimoire of Gaia 3","grimoireofgaia:cobblestone_golem","EntityGaiaCobblestoneGolem",17
"Grimoire of Gaia 3","grimoireofgaia:creep","EntityGaiaCreep",18
"Grimoire of Gaia 3","grimoireofgaia:creeper_girl","EntityGaiaNPCCreeperGirl",72
"Grimoire of Gaia 3","grimoireofgaia:cyan_flower","EntityGaiaPropFlowerCyan",19
"Grimoire of Gaia 3","grimoireofgaia:cyclops","EntityGaiaMonoeye",45
"Grimoire of Gaia 3","grimoireofgaia:deathword","EntityGaiaDeathword",20
"Grimoire of Gaia 3","grimoireofgaia:debug_mob","EntityDebugMob",0
"Grimoire of Gaia 3","grimoireofgaia:dhampir","EntityGaiaDhampir",21
"Grimoire of Gaia 3","grimoireofgaia:dryad","EntityGaiaDryad",22
"Grimoire of Gaia 3","grimoireofgaia:dullahan","EntityGaiaDullahan",23
"Grimoire of Gaia 3","grimoireofgaia:dwarf","EntityGaiaDwarf",24
"Grimoire of Gaia 3","grimoireofgaia:ender_dragon_girl","EntityGaiaEnderDragonGirl",25
"Grimoire of Gaia 3","grimoireofgaia:ender_eye","EntityGaiaEnderEye",26
"Grimoire of Gaia 3","grimoireofgaia:ender_girl","EntityGaiaNPCEnderGirl",74
"Grimoire of Gaia 3","grimoireofgaia:flesh_lich","EntityGaiaFleshLich",27
"Grimoire of Gaia 3","grimoireofgaia:gelatinous_slime","EntityGaiaGelatinousSlime",28
"Grimoire of Gaia 3","grimoireofgaia:goblin","EntityGaiaGoblin",29
"Grimoire of Gaia 3","grimoireofgaia:goblin_feral","EntityGaiaGoblinFeral",30
"Grimoire of Gaia 3","grimoireofgaia:gorgon","EntityGaiaGorgon",71
"Grimoire of Gaia 3","grimoireofgaia:gryphon","EntityGaiaGryphon",32
"Grimoire of Gaia 3","grimoireofgaia:harpy","EntityGaiaHarpy",33
"Grimoire of Gaia 3","grimoireofgaia:harpy_wizard","EntityGaiaHarpyWizard",34
"Grimoire of Gaia 3","grimoireofgaia:holstaurus","EntityGaiaNPCHolstaurus",76
"Grimoire of Gaia 3","grimoireofgaia:horse","EntityGaiaHorse",35
"Grimoire of Gaia 3","grimoireofgaia:hunter","EntityGaiaHunter",36
"Grimoire of Gaia 3","grimoireofgaia:illager_fire","EntityGaiaIllagerFire",37
"Grimoire of Gaia 3","grimoireofgaia:illager_inquisitor","EntityGaiaIllagerInquisitor",38
"Grimoire of Gaia 3","grimoireofgaia:kikimora","EntityGaiaKikimora",39
"Grimoire of Gaia 3","grimoireofgaia:kobold","EntityGaiaKobold",40
"Grimoire of Gaia 3","grimoireofgaia:magic","EntityGaiaProjectileMagic",89
"Grimoire of Gaia 3","grimoireofgaia:magic_random","EntityGaiaProjectileMagicRandom",90
"Grimoire of Gaia 3","grimoireofgaia:mandragora","EntityGaiaMandragora",78
"Grimoire of Gaia 3","grimoireofgaia:matango","EntityGaiaMatango",41
"Grimoire of Gaia 3","grimoireofgaia:mermaid","EntityGaiaMermaid",42
"Grimoire of Gaia 3","grimoireofgaia:mimic","EntityGaiaMimic",79
"Grimoire of Gaia 3","grimoireofgaia:minotaur","EntityGaiaMinotaur",43
"Grimoire of Gaia 3","grimoireofgaia:minotaurus","EntityGaiaMinotaurus",44
"Grimoire of Gaia 3","grimoireofgaia:mite","EntityGaiaMite",31
"Grimoire of Gaia 3","grimoireofgaia:mummy","EntityGaiaMummy",46
"Grimoire of Gaia 3","grimoireofgaia:naga","EntityGaiaNaga",47
"Grimoire of Gaia 3","grimoireofgaia:nine_tails","EntityGaiaNineTails",48
"Grimoire of Gaia 3","grimoireofgaia:oni","EntityGaiaOni",49
"Grimoire of Gaia 3","grimoireofgaia:orc","EntityGaiaOrc",50
"Grimoire of Gaia 3","grimoireofgaia:poison","EntityGaiaProjectilePoison",91
"Grimoire of Gaia 3","grimoireofgaia:satyress","EntityGaiaSatyress",51
"Grimoire of Gaia 3","grimoireofgaia:selkie","EntityGaiaSelkie",52
"Grimoire of Gaia 3","grimoireofgaia:shaman","EntityGaiaShaman",53
"Grimoire of Gaia 3","grimoireofgaia:sharko","EntityGaiaSharko",54
"Grimoire of Gaia 3","grimoireofgaia:siren","EntityGaiaSiren",55
"Grimoire of Gaia 3","grimoireofgaia:slime_girl","EntityGaiaNPCSlimeGirl",73
"Grimoire of Gaia 3","grimoireofgaia:sludge_girl","EntityGaiaSludgeGirl",56
"Grimoire of Gaia 3","grimoireofgaia:small_fireball","EntityGaiaProjectileSmallFireball",92
"Grimoire of Gaia 3","grimoireofgaia:spawner_beholder","EntityGaiaSpawnerBeholder",80
"Grimoire of Gaia 3","grimoireofgaia:spawner_ender_dragon_girl","EntityGaiaSpawnerEnderDragonGirl",81
"Grimoire of Gaia 3","grimoireofgaia:spawner_gorgon","EntityGaiaSpawnerGorgon",82
"Grimoire of Gaia 3","grimoireofgaia:spawner_minotaur","EntityGaiaSpawnerMinotaur",83
"Grimoire of Gaia 3","grimoireofgaia:spawner_sphinx","EntityGaiaSpawnerSphinx",84
"Grimoire of Gaia 3","grimoireofgaia:spawner_valkyrie","EntityGaiaSpawnerValkyrie",85
"Grimoire of Gaia 3","grimoireofgaia:spawner_vampire","EntityGaiaSpawnerVampire",86
"Grimoire of Gaia 3","grimoireofgaia:sphinx","EntityGaiaSphinx",57
"Grimoire of Gaia 3","grimoireofgaia:sporeling","EntityGaiaSporeling",59
"Grimoire of Gaia 3","grimoireofgaia:spriggan","EntityGaiaSpriggan",58
"Grimoire of Gaia 3","grimoireofgaia:succubus","EntityGaiaSuccubus",60
"Grimoire of Gaia 3","grimoireofgaia:toad","EntityGaiaToad",61
"Grimoire of Gaia 3","grimoireofgaia:trader","EntityGaiaNPCTrader",75
"Grimoire of Gaia 3","grimoireofgaia:valkyrie","EntityGaiaValkyrie",62
"Grimoire of Gaia 3","grimoireofgaia:vampire","EntityGaiaVampire",65
"Grimoire of Gaia 3","grimoireofgaia:vase","EntityGaiaPropVase",63
"Grimoire of Gaia 3","grimoireofgaia:vase_nether","EntityGaiaPropVaseNether",64
"Grimoire of Gaia 3","grimoireofgaia:web","EntityGaiaProjectileWeb",93
"Grimoire of Gaia 3","grimoireofgaia:werecat","EntityGaiaWerecat",66
"Grimoire of Gaia 3","grimoireofgaia:weresheep","EntityGaiaNPCWeresheep",77
"Grimoire of Gaia 3","grimoireofgaia:witch","EntityGaiaWitch",67
"Grimoire of Gaia 3","grimoireofgaia:wither_cow","EntityGaiaWitherCow",68
"Grimoire of Gaia 3","grimoireofgaia:yeti","EntityGaiaYeti",69
"Grimoire of Gaia 3","grimoireofgaia:yuki-onna","EntityGaiaYukiOnna",70
"Ice and Fire","iceandfire:amphithere","EntityAmphithere",934
"Ice and Fire","iceandfire:amphitherearrow","EntityAmphithereArrow",935
"Ice and Fire","iceandfire:chaintie","EntityChainTie",939
"Ice and Fire","iceandfire:cyclops","EntityCyclops",917
"Ice and Fire","iceandfire:deathworm","EntityDeathWorm",920
"Ice and Fire","iceandfire:deathwormegg","EntityDeathWormEgg",921
"Ice and Fire","iceandfire:dragonarrow","EntityDragonArrow",902
"Ice and Fire","iceandfire:dragonegg","EntityDragonEgg",901
"Ice and Fire","iceandfire:dragonfirecharge","EntityDragonFireCharge",908
"Ice and Fire","iceandfire:dragonicecharge","EntityDragonIceCharge",909
"Ice and Fire","iceandfire:dragonskull","EntityDragonSkull",903
"Ice and Fire","iceandfire:dread_beast","EntityDreadBeast",946
"Ice and Fire","iceandfire:dread_ghoul","EntityDreadGhoul",945
"Ice and Fire","iceandfire:dread_horse","EntityDreadHorse",951
"Ice and Fire","iceandfire:dread_knight","EntityDreadKnight",950
"Ice and Fire","iceandfire:dread_lich","EntityDreadLich",948
"Ice and Fire","iceandfire:dread_lich_skull","EntityDreadLichSkull",949
"Ice and Fire","iceandfire:dread_scuttler","EntityDreadScuttler",947
"Ice and Fire","iceandfire:dread_thrall","EntityDreadThrall",944
"Ice and Fire","iceandfire:firedragon","EntityFireDragon",905
"Ice and Fire","iceandfire:gorgon","EntityGorgon",914
"Ice and Fire","iceandfire:hippocampus","EntityHippocampus",919
"Ice and Fire","iceandfire:hippogryph","EntityHippogryph",912
"Ice and Fire","iceandfire:hippogryphegg","EntityHippogryphEgg",911
"Ice and Fire","iceandfire:hydra_arrow","EntityHydraArrow",954
"Ice and Fire","iceandfire:hydra_breath","EntityHydraBreath",953
"Ice and Fire","iceandfire:icedragon","EntityIceDragon",907
"Ice and Fire","iceandfire:if_cockatrice","EntityCockatrice",922
"Ice and Fire","iceandfire:if_cockatriceegg","EntityCockatriceEgg",923
"Ice and Fire","iceandfire:if_hydra","EntityHydra",952
"Ice and Fire","iceandfire:if_mob_skull","EntityMobSkull",943
"Ice and Fire","iceandfire:if_pixie","EntityPixie",915
"Ice and Fire","iceandfire:if_troll","EntityTroll",927
"Ice and Fire","iceandfire:myrmex_egg","EntityMyrmexEgg",933
"Ice and Fire","iceandfire:myrmex_queen","EntityMyrmexQueen",932
"Ice and Fire","iceandfire:myrmex_royal","EntityMyrmexRoyal",931
"Ice and Fire","iceandfire:myrmex_sentinel","EntityMyrmexSentinel",930
"Ice and Fire","iceandfire:myrmex_soldier","EntityMyrmexSoldier",929
"Ice and Fire","iceandfire:myrmex_swarmer","EntityMyrmexSwarmer",941
"Ice and Fire","iceandfire:myrmex_worker","EntityMyrmexWorker",928
"Ice and Fire","iceandfire:pixiecharge","EntityPixieCharge",940
"Ice and Fire","iceandfire:seaserpent","EntitySeaSerpent",936
"Ice and Fire","iceandfire:seaserpentarrow","EntitySeaSerpentArrow",938
"Ice and Fire","iceandfire:seaserpentbubble","EntitySeaSerpentBubbles",937
"Ice and Fire","iceandfire:siren","EntitySiren",918
"Ice and Fire","iceandfire:snowvillager","EntitySnowVillager",910
"Ice and Fire","iceandfire:stonestatue","EntityStoneStatue",913
"Ice and Fire","iceandfire:stymphalianarrow","EntityStymphalianArrow",926
"Ice and Fire","iceandfire:stymphalianbird","EntityStymphalianBird",924
"Ice and Fire","iceandfire:stymphalianfeather","EntityStymphalianFeather",925
"Ice and Fire","iceandfire:tide_trident","EntityTideTrident",942
"Illagers+","illagers_plus:archer","EntityArcher",6
"Illagers+","illagers_plus:enchanter","EntityEnchanter",5
"Illagers+","illagers_plus:furantur","EntityFurantur",1
"Illagers+","illagers_plus:hoarder","EntityHoarder",2
"Illagers+","illagers_plus:illager_king","EntityIllagerKing",4
"Illagers+","illagers_plus:necromancer","EntityNecromancer",3
"Immersive Engineering","immersiveengineering:chemthrowershot","EntityChemthrowerShot",4
"Immersive Engineering","immersiveengineering:explosive","EntityIEExplosive",7
"Immersive Engineering","immersiveengineering:fluorescenttube","EntityFluorescentTube",8
"Immersive Engineering","immersiveengineering:railgunshot","EntityRailgunShot",5
"Immersive Engineering","immersiveengineering:revolvershot","EntityRevolvershot",0
"Immersive Engineering","immersiveengineering:revolvershotflare","EntityRevolvershotFlare",6
"Immersive Engineering","immersiveengineering:revolvershothoming","EntityRevolvershotHoming",2
"Immersive Engineering","immersiveengineering:revolvershotwolfpack","EntityWolfpackShot",3
"Immersive Engineering","immersiveengineering:skylinehook","EntitySkylineHook",1
"Immersive Petroleum","immersivepetroleum:speedboat","EntitySpeedboat",0
"Inspirations","inspirations:arrow","EntityModArrow",0
"Joy of Painting","xercapaint:canvas","EntityCanvas",80
"Lost Aether Content","lost_aether:falling_rock","EntityFallingRock",1
"Lost Aether Content","lost_aether:king_aerwhale","EntityAerwhaleKing",0
"Lost Aether Content","lost_aether:zephyroo","EntityZephyroo",2
"Lycanites Mobs","lycanitesmobs:abaia","EntityAbaia",220
"Lycanites Mobs","lycanitesmobs:abtu","EntityAbtu",143
"Lycanites Mobs","lycanitesmobs:aegis","EntityAegis",182
"Lycanites Mobs","lycanitesmobs:afrit","EntityAfrit",149
"Lycanites Mobs","lycanitesmobs:aglebemu","EntityAglebemu",128
"Lycanites Mobs","lycanitesmobs:amalgalich","EntityAmalgalich",121
"Lycanites Mobs","lycanitesmobs:archvile","EntityArchvile",161
"Lycanites Mobs","lycanitesmobs:argus","EntityArgus",218
"Lycanites Mobs","lycanitesmobs:arisaur","EntityArisaur",101
